"Player","Season","Frequency_Early","Frequency_Mid","Frequency_Late","Total_Treatment_Frequency","Early_Quantile","Mid_Quantile","Late_Quantile","Total_Quantile","Injury_Frequency","Games_Missed_Frequency"
"Richard Jefferson","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Richaun Holmes","2016-17",0,0.333333333333333,0,0.0769230769230769,"Q1","Q3","Q1","Q2",0.0350877192982456,0.0487804878048781
"Richaun Holmes","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.390625
"Richaun Holmes","2020-21",0.25,0,0,0.0909090909090909,"Q2","Q1","Q1","Q2",0.0163934426229508,0.0138888888888889
"Richaun Holmes","2021-22",0,0,1,0.125,"Q1","Q1","Q3","Q3",0.111111111111111,0.365853658536585
"Ricky Rubio","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Ricky Rubio","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0263157894736842,0.0731707317073171
"Ricky Rubio","2016-17",0,0,0.142857142857143,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0266666666666667,0.0731707317073171
"Ricky Rubio","2017-18",0.166666666666667,0,0,0.0666666666666667,"Q2","Q1","Q1","Q2",0.025974025974026,0.0487804878048781
"Ricky Rubio","2018-19",0,0,0.25,0.0833333333333333,"Q1","Q1","Q2","Q2",0.0735294117647059,0.146341463414634
"Ricky Rubio","2019-20",0.666666666666667,0.333333333333333,0.25,0.4,"Q3","Q3","Q2","Q3",0.0350877192982456,0.0615384615384615
"Ricky Rubio","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0294117647058824,0.0555555555555556
"Robert Covington","2014-15",0,0.125,0,0.0555555555555556,"Q1","Q2","Q1","Q2",0.0142857142857143,0.0273972602739726
"Robert Covington","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0298507462686567,0.158536585365854
"Robert Covington","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Robert Covington","2019-20",0,0,0,0,"Q1","Q1","Q1","Q1",0.0161290322580645,0.015625
"Robert Covington","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0142857142857143,0.0277777777777778
"Robert Covington","2021-22",0,0.25,0,0.0769230769230769,"Q1","Q2","Q1","Q2",0.028169014084507,0.1
"Robert Williams","2021-22",0,0,0.5,0.0909090909090909,"Q1","Q1","Q3","Q2",0,0
"Robert Williams","2022-23",-Inf,-Inf,1,1,NA,NA,"Q3","Q3",0,0
"Robin Lopez","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Robin Lopez","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0169491525423729,0.280487804878049
"Robin Lopez","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Robin Lopez","2016-17",0,0,0.2,0.0588235294117647,"Q1","Q1","Q2","Q2",0,0
"Robin Lopez","2017-18",0,0,0.5,0.0909090909090909,"Q1","Q1","Q3","Q2",0.015625,0.0487804878048781
"Robin Lopez","2018-19",0.2,0,0,0.0769230769230769,"Q2","Q1","Q1","Q2",0,0
"Rodions Kurucs","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0476190476190476,0.182926829268293
"Rodney Hood","2015-16",0.2,0.142857142857143,0.166666666666667,0.166666666666667,"Q2","Q2","Q2","Q3",0,0
"Rodney Hood","2019-20",0,-Inf,-Inf,0,"Q1",NA,NA,"Q1",0.0952380952380952,0.681818181818182
"Rodney McGruder","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0256410256410256,0.0365853658536585
"Ron Baker","2016-17",0.5,0,0,0.1,"Q3","Q1","Q1","Q2",0.0384615384615385,0.0609756097560976
"Rondae Hollis-Jefferson","2016-17",0,0.166666666666667,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0.0128205128205128,0.0365853658536585
"Rondae Hollis-Jefferson","2017-18",0.333333333333333,0,0,0.0909090909090909,"Q3","Q1","Q1","Q2",0.0294117647058824,0.158536585365854
"Roy Hibbert","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Roy Hibbert","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0394736842105263,0.0731707317073171
"Roy Hibbert","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Royce O'Neale","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0,0
"Royce O'Neale","2020-21",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Royce O'Neale","2021-22",0,0.4,0.25,0.25,"Q1","Q3","Q2","Q3",0.012987012987013,0.024390243902439
"Rudy Gay","2014-15",0,0.25,0,0.142857142857143,"Q1","Q2","Q1","Q3",0.0588235294117647,0.134146341463415
"Rudy Gay","2015-16",0,0.2,0.2,0.125,"Q1","Q2","Q2","Q3",0.1,0.109756097560976
"Rudy Gay","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.072463768115942,0.146341463414634
"Rudy Gobert","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Rudy Gobert","2015-16",0,0,0,0,"Q1","Q1","Q1","Q1",0.0491803278688525,0.24390243902439
"Rudy Gobert","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0246913580246914,0.0121951219512195
"Rudy Gobert","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0357142857142857,0.317073170731707
"Rudy Gobert","2018-19",0,0,0.2,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Rudy Gobert","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.032258064516129,0.03125
"Rudy Gobert","2020-21",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0,0
"Rudy Gobert","2021-22",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0454545454545455,0.182926829268293
"Rudy Gobert","2022-23",0,0,0.2,0.1,"Q1","Q1","Q2","Q2",0.0714285714285714,0.121951219512195
"Rui Hachimura","2019-20",0,-Inf,0,0,"Q1",NA,"Q1","Q1",0.024390243902439,0.359375
"Rui Hachimura","2020-21",0,0,0,0,"Q1","Q1","Q1","Q1",0.0701754385964912,0.152777777777778
"Russell Westbrook","2013-14",0,-Inf,1,0.6,"Q1",NA,"Q3","Q3",0.0434782608695652,0.341463414634146
"Russell Westbrook","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.0298507462686567,0.182926829268293
"Russell Westbrook","2015-16",0,0,0.285714285714286,0.125,"Q1","Q1","Q3","Q3",0,0
"Russell Westbrook","2016-17",0,0,0.25,0.0666666666666667,"Q1","Q1","Q2","Q2",0,0
"Russell Westbrook","2017-18",0,0,0,0,"Q1","Q1","Q1","Q1",0.0125,0.024390243902439
"Russell Westbrook","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.0136986301369863,0.0731707317073171
"Russell Westbrook","2019-20",1,1,1,1,"Q3","Q3","Q3","Q3",0.0377358490566038,0.03125
"Russell Westbrook","2020-21",1,0,0,0.3125,"Q3","Q1","Q1","Q3",0.0153846153846154,0.0277777777777778
"Russell Westbrook","2021-22",0,0,0.25,0.0909090909090909,"Q1","Q1","Q2","Q2",0.0128205128205128,0.024390243902439
"Russell Westbrook","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.0273972602739726,0.0375
"Ryan Anderson","2016-17",0,0.125,0,0.0714285714285714,"Q1","Q2","Q1","Q2",0.0416666666666667,0.109756097560976
"Ryan Anderson","2017-18",0,0.25,0.333333333333333,0.2,"Q1","Q2","Q3","Q3",0.0454545454545455,0.158536585365854
"Saddiq Bey","2020-21",0.2,0,0,0.0625,"Q2","Q1","Q1","Q2",0,0
"Saddiq Bey","2021-22",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Samuel Dalembert","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
"Scottie Barnes","2022-23",0,0,0,0,"Q1","Q1","Q1","Q1",0.038961038961039,0.0609756097560976
"Sekou Doumbouya","2019-20",0,0.5,0,0.142857142857143,"Q1","Q3","Q1","Q3",0.0789473684210526,0.166666666666667
"Serge Ibaka","2013-14",0,0,0,0,"Q1","Q1","Q1","Q1",0.0123456790123457,0.0121951219512195
"Serge Ibaka","2014-15",0,0,0,0,"Q1","Q1","Q1","Q1",0.015625,0.207317073170732
"Serge Ibaka","2015-16",0,0,0.571428571428571,0.25,"Q1","Q1","Q3","Q3",0,0
"Serge Ibaka","2016-17",0,0,0,0,"Q1","Q1","Q1","Q1",0.0379746835443038,0.0240963855421687
"Serge Ibaka","2017-18",0,0,0.166666666666667,0.0714285714285714,"Q1","Q1","Q2","Q2",0.0394736842105263,0.0365853658536585
"Serge Ibaka","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0.027027027027027,0.0487804878048781
"Serge Ibaka","2020-21",0,0,-Inf,0,"Q1","Q1",NA,"Q1",0.0487804878048781,0.430555555555556
"Seth Curry","2020-21",0,0,0.333333333333333,0.181818181818182,"Q1","Q1","Q3","Q3",0.087719298245614,0.166666666666667
"Seth Curry","2021-22",0.333333333333333,0,0,0.125,"Q3","Q1","Q1","Q3",0.140625,0.172839506172839
"Shai Gilgeous-Alexander","2018-19",0,0,0,0,"Q1","Q1","Q1","Q1",0,0
