"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Total"	"Ashe County, NC"	"37009"	"Black or African American"	"2054-5"					2	159	1257.9 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	6	1076	557.6 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	7	1083	646.4 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	4	1101	363.3 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	15	1115	1345.3 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	10	1129	885.7 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	10	1136	880.3 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	7	1137	615.7 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	6	1132	530.0 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	7	1140	614.0 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	3	1143	262.5 (Unreliable)
"Total"	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Female"	"F"			75	11192	670.1
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	14	824	1699.0 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	15	840	1785.7 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	18	856	2102.8 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	15	869	1726.1 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	9	885	1016.9 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	12	894	1342.3 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	14	902	1552.1 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	11	904	1216.8 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	14	917	1526.7 (Unreliable)
	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	14	923	1516.8 (Unreliable)
"Total"	"Ashe County, NC"	"37009"	"White"	"2106-3"	"Male"	"M"			136	8814	1543.0
"Total"	"Ashe County, NC"	"37009"	"White"	"2106-3"					211	20006	1054.7
"Total"	"Ashe County, NC"	"37009"							213	20165	1056.3
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	0	4	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	0	4	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	0	4	0.0 (Unreliable)
"Total"	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Female"	"F"			0	33	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	0	1	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	0	1	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	0	2	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	0	2	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	0	3	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	0	5	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	0	5	0.0 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	1	6	16666.7 (Unreliable)
	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	0	6	0.0 (Unreliable)
"Total"	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"	"Male"	"M"			1	34	2941.2 (Unreliable)
"Total"	"Avery County, NC"	"37011"	"Black or African American"	"2054-5"					1	67	1492.5 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	5	566	883.4 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	8	578	1384.1 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	2	592	337.8 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	8	604	1324.5 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	6	616	974.0 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	4	627	638.0 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	7	627	1116.4 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	8	636	1257.9 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	5	650	769.2 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	2	656	304.9 (Unreliable)
"Total"	"Avery County, NC"	"37011"	"White"	"2106-3"	"Female"	"F"			55	6152	894.0
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	3	472	635.6 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	10	466	2145.9 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	6	483	1242.2 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	10	496	2016.1 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	10	513	1949.3 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	6	525	1142.9 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	6	532	1127.8 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	4	544	735.3 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	5	561	891.3 (Unreliable)
	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	7	573	1221.6 (Unreliable)
"Total"	"Avery County, NC"	"37011"	"White"	"2106-3"	"Male"	"M"			67	5165	1297.2
"Total"	"Avery County, NC"	"37011"	"White"	"2106-3"					122	11317	1078.0
"Total"	"Avery County, NC"	"37011"							123	11384	1080.5
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	12	561	2139.0 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	11	567	1940.0 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	6	579	1036.3 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	4	586	682.6 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	7	590	1186.4 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	7	591	1184.4 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	6	585	1025.6 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	4	578	692.0 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	8	575	1391.3 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	9	576	1562.5 (Unreliable)
"Total"	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Female"	"F"			74	5788	1278.5
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	10	382	2617.8 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	9	371	2425.9 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	12	378	3174.6 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	8	383	2088.8 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	9	384	2343.8 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	13	386	3367.9 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	5	383	1305.5 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	7	382	1832.5 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	8	380	2105.3 (Unreliable)
	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	7	385	1818.2 (Unreliable)
"Total"	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"	"Male"	"M"			88	3814	2307.3
"Total"	"Beaufort County, NC"	"37013"	"Black or African American"	"2054-5"					162	9602	1687.1
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	11	1425	771.9 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	9	1442	624.1 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	9	1483	606.9 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	16	1513	1057.5 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	7	1538	455.1 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	13	1552	837.6 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	12	1543	777.7 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	16	1549	1032.9 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	21	1554	1351.4
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	13	1565	830.7 (Unreliable)
"Total"	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Female"	"F"			127	15164	837.5
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	23	991	2320.9
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	12	1029	1166.2 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	20	1051	1902.9
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	19	1069	1777.4 (Unreliable)
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	25	1089	2295.7
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	23	1097	2096.6
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	23	1095	2100.5
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	24	1103	2175.9
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	22	1107	1987.4
	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	21	1115	1883.4
"Total"	"Beaufort County, NC"	"37013"	"White"	"2106-3"	"Male"	"M"			212	10746	1972.8
"Total"	"Beaufort County, NC"	"37013"	"White"	"2106-3"					339	25910	1308.4
"Total"	"Beaufort County, NC"	"37013"							501	35512	1410.8
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	4	478	836.8 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	3	482	622.4 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	3	491	611.0 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	7	495	1414.1 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	6	499	1202.4 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	5	497	1006.0 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	6	495	1212.1 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	4	494	809.7 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	5	492	1016.3 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	7	490	1428.6 (Unreliable)
"Total"	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Female"	"F"			50	4913	1017.7
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	12	360	3333.3 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	10	370	2702.7 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	7	370	1891.9 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	4	372	1075.3 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	9	372	2419.4 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	8	372	2150.5 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	11	367	2997.3 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	4	367	1089.9 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	10	365	2739.7 (Unreliable)
	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	5	365	1369.9 (Unreliable)
"Total"	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"	"Male"	"M"			80	3680	2173.9
"Total"	"Bertie County, NC"	"37015"	"Black or African American"	"2054-5"					130	8593	1512.9
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	7	530	1320.8 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	7	549	1275.0 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	5	547	914.1 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	8	548	1459.9 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	6	549	1092.9 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	3	543	552.5 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	8	536	1492.5 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	4	531	753.3 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	6	528	1136.4 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	1	519	192.7 (Unreliable)
"Total"	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Female"	"F"			55	5380	1022.3
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	8	386	2072.5 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	13	392	3316.3 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	6	393	1526.7 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	4	395	1012.7 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	6	400	1500.0 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	6	395	1519.0 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	8	397	2015.1 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	17	399	4260.7 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	6	398	1507.5 (Unreliable)
	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	12	394	3045.7 (Unreliable)
"Total"	"Bertie County, NC"	"37015"	"White"	"2106-3"	"Male"	"M"			86	3949	2177.8
"Total"	"Bertie County, NC"	"37015"	"White"	"2106-3"					141	9329	1511.4
"Total"	"Bertie County, NC"	"37015"							271	17922	1512.1
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	2	390	512.8 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	7	403	1737.0 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	9	423	2127.7 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	10	436	2293.6 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	5	446	1121.1 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1984"	"1984"	4	458	873.4 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1985"	"1985"	9	469	1919.0 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1986"	"1986"	6	479	1252.6 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1987"	"1987"	2	491	407.3 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"	"1988"	"1988"	5	505	990.1 (Unreliable)
"Total"	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Female"	"F"			59	4500	1311.1
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1979"	"1979"	4	341	1173.0 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1980"	"1980"	2	358	558.7 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1981"	"1981"	5	357	1400.6 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1982"	"1982"	5	354	1412.4 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1983"	"1983"	6	349	1719.2 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1984"	"1984"	8	346	2312.1 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1985"	"1985"	8	340	2352.9 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1986"	"1986"	5	340	1470.6 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1987"	"1987"	9	336	2678.6 (Unreliable)
	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"	"1988"	"1988"	8	336	2381.0 (Unreliable)
"Total"	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"	"Male"	"M"			60	3457	1735.6
"Total"	"Bladen County, NC"	"37017"	"Black or African American"	"2054-5"					119	7957	1495.5
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1979"	"1979"	8	775	1032.3 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1980"	"1980"	10	794	1259.4 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1981"	"1981"	4	817	489.6 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1982"	"1982"	3	832	360.6 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1983"	"1983"	10	843	1186.2 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1984"	"1984"	5	859	582.1 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1985"	"1985"	5	869	575.4 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1986"	"1986"	7	886	790.1 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1987"	"1987"	8	903	885.9 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"	"1988"	"1988"	7	917	763.4 (Unreliable)
"Total"	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Female"	"F"			67	8495	788.7
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1979"	"1979"	10	665	1503.8 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1980"	"1980"	14	674	2077.2 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1981"	"1981"	15	670	2238.8 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1982"	"1982"	17	665	2556.4 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1983"	"1983"	10	657	1522.1 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1984"	"1984"	13	653	1990.8 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1985"	"1985"	8	649	1232.7 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1986"	"1986"	13	646	2012.4 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1987"	"1987"	11	642	1713.4 (Unreliable)
	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"	"1988"	"1988"	23	637	3610.7
"Total"	"Bladen County, NC"	"37017"	"White"	"2106-3"	"Male"	"M"			134	6558	2043.3
"Total"	"Bladen County, NC"	"37017"	"White"	"2106-3"					201	15053	1335.3
"Total"	"Bladen County, NC"	"37017"							320	23010	1390.7
	"Brunswick County, NC"	"37019"	"Black or African American"	"2054-5"	"Female"	"F"	"1979"	"1979"	0	278	0.0 (Unreliable)
	"Brunswick County, NC"	"37019"	"Black or African American"	"2054-5"	"Female"	"F"	"1980"	"1980"	3	292	1027.4 (Unreliable)
	"Brunswick County, NC"	"37019"	"Black or African American"	"2054-5"	"Female"	"F"	"1981"	"1981"	2	294	680.3 (Unreliable)
	"Brunswick County, NC"	"37019"	"Black or African American"	"2054-5"	"Female"	"F"	"1982"	"1982"	1	297	336.7 (Unreliable)
	"Brunswick County, NC"	"37019"	"Black or African American"	"2054-5"	"Female"	"F"	"1983"	"1983"	2	302	662.3 (Unreliable)
